,std_dt,ticker,administrative_issues_reason
1811,20130830,A014940,최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생
1812,20140318,A014940,
1813,20150313,A014940,"자본잠식률 50% 이상, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
1814,20150818,A014940,최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생
1815,20160318,A014940,
1816,20170317,A014940,최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생
1817,20180306,A014940,
1818,19991228,A014970,
1819,20080401,A014970,사유미상
1820,20080701,A014970,
1821,19991228,A014980,
1822,19991228,A014990,
1823,20000104,A014990,사유미상
1824,20071001,A014990,
1825,19991228,A015020,
1826,20000104,A015020,사유미상
1827,20000901,A015020,
1828,19991228,A015050,
1829,20080321,A015050,사유미상
1830,20080814,A015050,
1831,20100201,A015050,상장폐지사유 발생
1832,20100309,A015050,
1833,19991228,A015060,
1834,20000403,A015060,사유미상
1835,20001128,A015060,
1836,19991228,A015080,
1837,19991228,A015110,
1838,20120820,A015110,주가수준 미달(액면가 20/100미만 30일 계속)
1839,20121211,A015110,
1840,19991228,A015170,
1841,20100325,A015170,"자기자본 10억원 미만, 자본잠식률 50% 이상"
1842,20100401,A015170,"상장폐지사유 발생, 자기자본 10억원 미만, 자본잠식률 50% 이상"
1843,20100413,A015170,
1844,19991228,A015180,
1845,19991228,A015230,
1846,19991228,A015260,
1847,19991228,A015340,
1848,19991228,A015350,
1849,19991228,A015360,
1850,19991228,A015390,
1851,20090325,A015390,자기자본 10억원 미만
1852,20090403,A015390,
1853,20090504,A015390,"자기자본 10억원 미만, 자본잠식률 50% 이상, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
1854,20090817,A015390,최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생
1855,20110324,A015390,
1856,20111221,A015390,파산신청
1857,20120321,A015390,"매출액 30억원 미달, 상장폐지사유 발생, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가), 파산신청"
1858,20120326,A015390,"매출액 30억원 미달, 상장폐지사유 발생, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)"
1859,20120402,A015390,"매출액 30억원 미달, 사업보고서 미제출, 상장폐지사유 발생, 정기주주총회 미개최 또는 재무제표 미승인, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)"
1860,20120413,A015390,
1861,19991228,A015530,
1862,19991228,A015540,
1863,20000104,A015540,사유미상
1864,20041223,A015540,
1865,20160328,A015540,자본잠식(자본금의 50/100이상 잠식)
1866,20170314,A015540,
1867,19991228,A015580,
1868,19991228,A015590,
1869,19991228,A015620,
1870,19991228,A015650,
1871,20001226,A015650,사유미상
1872,20010718,A015650,
1873,19991228,A015670,
1874,20000104,A015670,사유미상
1875,20010816,A015670,
1876,20050401,A015670,사유미상
1877,20070912,A015670,
1878,19991228,A015710,
1879,19991228,A015730,
1880,19991228,A015750,
1881,19991228,A015760,
1882,19991228,A015780,
1883,19991228,A015860,
1884,19991228,A015880,
1885,20000104,A015880,사유미상
1886,20010924,A015880,
1887,19991228,A015890,
1888,19991228,A015910,
1889,19991228,A015920,
1890,19991228,A015940,
1891,19991228,A015980,
1892,19991228,A016040,
1893,20050418,A016040,사유미상
1894,20051128,A016040,
1895,20051201,A016040,사유미상
1896,20060630,A016040,
1897,20081219,A016040,사유미상
1898,20090324,A016040,자본잠식률 50% 이상
1899,20090403,A016040,
1900,19991228,A016070,
1901,19991228,A016090,
1902,19991228,A016100,
1903,19991228,A016140,
1904,19991228,A016160,
1905,20050401,A016160,사유미상
1906,20060331,A016160,
1907,20110401,A016160,보고서 미제출(사업보고서)
1908,20110426,A016160,
1909,19991228,A016170,
1910,19991228,A016230,
1911,19991228,A016250,
1912,19991228,A016310,
1913,19991228,A016350,
1914,19991228,A016360,
1915,19991228,A016380,
1916,20150320,A016380,자본잠식(자본금의 50/100이상 잠식)
1917,20170317,A016380,
1918,20190327,A016380,감사범위제한으로인한 감사의견한정
1919,20200320,A016380,
1920,19991228,A016390,
1921,20000124,A016390,사유미상
1922,20000829,A016390,
1923,19991228,A016420,
1924,19991228,A016430,
1925,19991228,A016450,
1926,19991228,A016480,
1927,19991228,A016500,
1928,19991228,A016510,
1929,19991228,A016550,
1930,20010402,A016550,사유미상
1931,20020422,A016550,
1932,19991228,A016560,
1933,20110929,A016560,"자본잠식(자본금의 50/100이상 잠식), 주식분포요건 미충족(소액주주 주식수 10/100미만)"
1934,20121017,A016560,
1935,19991228,A016570,
1936,19991228,A016580,
1937,19991228,A016590,
1938,19991228,A016600,
1939,19991228,A016610,
1940,19991228,A016620,
1941,19991228,A016640,
1942,19991228,A016670,
1943,20090123,A016670,사유미상
1944,20090324,A016670,회생절차 개시신청
1945,20090327,A016670,최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생
1946,20090403,A016670,
1947,20090504,A016670,"자본잠식률 50% 이상, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생, 회생절차 개시신청"
1948,20090817,A016670,"자기자본 10억원 미만, 자본잠식률 50% 이상, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생, 회생절차 개시신청"
1949,20091216,A016670,"상장폐지사유 발생, 자기자본 10억원 미만, 자본잠식률 50% 이상, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생, 회생절차 개시신청"
1950,20100401,A016670,"사업보고서 미제출, 상장폐지사유 발생, 자기자본 10억원 미만, 자본잠식률 50% 이상, 정기주주총회 미개최 또는 재무제표 미승인, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생, 회생절차 개시신청"
1951,20100412,A016670,"매출액 30억원 미달, 상장폐지사유 발생, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생, 회생절차 개시신청"
1952,20100813,A016670,"매출액 30억원 미달, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생, 회생절차 개시신청"
1953,20101018,A016670,"매출액 30억원 미달, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
1954,20110309,A016670,
1955,19991228,A016680,
1956,19991228,A016690,
1957,19991228,A016710,
1958,20020402,A016710,사유미상
1959,20030401,A016710,
1960,20041001,A016710,사유미상
1961,20050103,A016710,
1962,20050401,A016710,사유미상
1963,20050728,A016710,
1964,20050803,A016710,사유미상
1965,20060117,A016710,
1966,19991228,A016740,
1967,19991228,A016790,
1968,19991228,A016800,
1969,19991228,A016830,
1970,19991228,A016880,
1971,20120927,A016880,회사정리절차 개시 신청
1972,20121012,A016880,회사정리절차 개시 결정
1973,20140212,A016880,
1974,19991228,A016890,
1975,19991228,A016920,
1976,19991228,A016970,
1977,20000104,A016970,사유미상
1978,20050331,A016970,
1979,20050401,A016970,사유미상
1980,20060714,A016970,
1981,19991228,A016990,
1982,19991228,A017000,
1983,20000201,A017000,사유미상
1984,20030331,A017000,
1985,19991228,A017010,
1986,20091229,A017010,상장폐지사유 발생
1987,20100326,A017010,
1988,19991228,A017040,
1989,20000104,A017040,사유미상
1990,20011210,A017040,
1991,19991228,A017050,
1992,20000403,A017050,사유미상
1993,20010402,A017050,
1994,20090325,A017050,자본잠식률 50% 이상
1995,20090403,A017050,
1996,20090504,A017050,자본잠식률 50% 이상
1997,20090817,A017050,"반기보고서 미제출, 자본잠식률 50% 이상"
1998,20090824,A017050,
1999,20091230,A017050,불성실공시(누계벌점 2년간 15점)
2000,20100219,A017050,"불성실공시(누계벌점 2년간 15점), 상장폐지사유 발생"
2001,20100401,A017050,"불성실공시(누계벌점 2년간 15점), 사업보고서 미제출, 상장폐지사유 발생, 정기주주총회 미개최 또는 재무제표 미승인"
2002,20100405,A017050,
2003,19991228,A017070,
2004,19991228,A017090,
2005,20000201,A017090,사유미상
2006,20010525,A017090,
2007,19991228,A017110,
2008,19991228,A017120,
2009,20000104,A017120,사유미상
2010,20010711,A017120,
2011,19991228,A017160,
2012,20000201,A017160,사유미상
2013,20011127,A017160,
2014,20080319,A017160,사유미상
2015,20090311,A017160,
2016,20110316,A017160,"상장폐지사유 발생, 자본잠식률 50% 이상, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
2017,20110401,A017160,"사외이사수 미달, 상장폐지사유 발생, 자본잠식률 50% 이상, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
2018,20110429,A017160,
2019,19991228,A017170,
2020,20031216,A017170,사유미상
2021,20040225,A017170,
2022,20040303,A017170,사유미상
2023,20040312,A017170,
2024,20040401,A017170,사유미상
2025,20050406,A017170,
2026,20110401,A017170,자본잠식(자본금의 50/100이상 잠식)
2027,20110513,A017170,
2028,19991228,A017180,
2029,19991228,A017210,
2030,20021014,A017210,사유미상
2031,20021115,A017210,
2032,20021119,A017210,사유미상
2033,20021122,A017210,
2034,20021126,A017210,사유미상
2035,20021202,A017210,
2036,19991228,A017250,
2037,19991228,A017300,
2038,20011029,A017300,사유미상
2039,20030327,A017300,
2040,20050401,A017300,사유미상
2041,20050708,A017300,
2042,20050714,A017300,사유미상
2043,20060330,A017300,
2044,20100401,A017300,매출액 미달(50억원 미만)
2045,20100415,A017300,
2046,19991228,A017320,
2047,20000104,A017320,사유미상
2048,20010427,A017320,
2049,19991228,A017370,
2050,19991228,A017390,
2051,20060403,A017390,사유미상
2052,20070221,A017390,
2053,19991228,A017410,
2054,19991228,A017480,
2055,19991228,A017510,
2056,19991228,A017550,
2057,20000104,A017550,사유미상
2058,20040330,A017550,
2059,19991228,A017620,
2060,20000201,A017620,사유미상
2061,20000607,A017620,
2062,19991228,A017650,
2063,19991228,A017670,
2064,19991228,A017680,
2065,20180816,A017680,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정"
2066,20190322,A017680,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 상장폐지사유 발생"
2067,20191120,A017680,
2068,19991228,A017740,
2069,20000201,A017740,사유미상
2070,20000607,A017740,
2071,19991228,A017800,
2072,19991228,A017810,
2073,19991228,A017890,
2074,19991228,A017900,
2075,19991228,A017940,
2076,19991228,A017960,
2077,19991228,A018000,
2078,20140321,A018000,최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)
2079,20150320,A018000,
2080,19991228,A018020,
2081,20020703,A018020,사유미상
2082,20031119,A018020,
2083,19991228,A018120,
2084,19991228,A018180,
2085,20040331,A018180,사유미상
2086,20050407,A018180,
2087,19991228,A018230,
2088,19991228,A018250,
2089,19991228,A018260,
2090,19991228,A018290,
2091,20150818,A018290,반기보고서 미제출
2092,20150825,A018290,자본잠식률 50% 이상
2093,20160321,A018290,
2094,19991228,A018310,
2095,19991228,A018380,
2096,19991228,A018410,
2097,20000104,A018410,사유미상
2098,20020319,A018410,
2099,20100401,A018410,보고서 미제출(사업보고서)
2100,20100408,A018410,
2101,19991228,A018470,
2102,19991228,A018480,
2103,19991228,A018500,
2104,19991228,A018550,
2105,19991228,A018570,
2106,20000104,A018570,사유미상
2107,20020522,A018570,
2108,19991228,A018590,
2109,19991228,A018620,
2110,19991228,A018670,
2111,19991228,A018680,
2112,19991228,A018700,
2113,20000201,A018700,사유미상
2114,20010112,A018700,
2115,20150622,A018700,"자본잠식률 50% 이상, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가), 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
2116,20151117,A018700,"최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가), 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
2117,20160622,A018700,
2118,20200616,A018700,최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)
2119,19991228,A018720,
2120,20000201,A018720,사유미상
2121,20000607,A018720,
2122,19991228,A018740,
2123,19991228,A018840,
2124,19991228,A018860,
2125,19991228,A018880,
2126,19991228,A018890,
2127,20040331,A018890,사유미상
2128,20040827,A018890,
2129,20040908,A018890,사유미상
2130,20050113,A018890,
2131,20050120,A018890,사유미상
2132,20060403,A018890,
2133,20060816,A018890,사유미상
2134,20070514,A018890,
2135,20070518,A018890,사유미상
2136,20080813,A018890,
2137,20081223,A018890,사유미상
2138,20090324,A018890,매출액 30억원 미달
2139,20090403,A018890,
2140,20090504,A018890,"매출액 30억원 미달, 불성실공시(누계벌점 2년간 15점), 자본잠식률 50% 이상"
2141,20090817,A018890,"매출액 30억원 미달, 불성실공시(누계벌점 2년간 15점)"
2142,20091223,A018890,매출액 30억원 미달
2143,20100324,A018890,
2144,20100429,A018890,상장폐지사유 발생
2145,20100722,A018890,
2146,19991228,A018910,
2147,19991228,A019010,
2148,19991228,A019120,
2149,20110222,A019120,상장폐지사유 발생
2150,20110322,A019120,"상장폐지사유 발생, 자본잠식률 50% 이상, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
2151,20110406,A019120,
2152,19991228,A019170,
2153,20000104,A019170,사유미상
2154,20020325,A019170,
2155,19991228,A019180,
2156,19991228,A019210,
2157,20040226,A019210,사유미상
2158,20050401,A019210,
2159,19991228,A019230,
2160,19991228,A019260,
2161,20000201,A019260,사유미상
2162,20010313,A019260,
2163,20120724,A019260,상장폐지사유 발생
2164,20120816,A019260,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 상장폐지사유 발생, 자본잠식률 50% 이상"
2165,20120905,A019260,
2166,19991228,A019300,
2167,19991228,A019380,
2168,19991228,A019430,
2169,20000201,A019430,사유미상
2170,20000801,A019430,
2171,20050328,A019430,사유미상
2172,20050622,A019430,
2173,20050718,A019430,사유미상
2174,20060314,A019430,
2175,20110323,A019430,"매출액 30억원 미달, 상장폐지사유 발생, 자본잠식률 50% 이상, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
2176,20110429,A019430,
2177,19991228,A019440,
2178,19991228,A019460,
2179,19991228,A019490,
2180,19991228,A019530,
2181,19991228,A019540,
2182,19991228,A019550,
2183,19991228,A019560,
2184,19991228,A019570,
2185,20041111,A019570,사유미상
2186,20050322,A019570,
2187,20050630,A019570,사유미상
2188,20060629,A019570,
2189,20160622,A019570,"매출액 30억원 미달, 자본잠식률 50% 이상"
2190,20161115,A019570,매출액 30억원 미달
2191,20170616,A019570,
2192,19991228,A019590,
2193,20050328,A019590,사유미상
2194,20060327,A019590,
2195,20080401,A019590,사유미상
2196,20080701,A019590,
2197,20170323,A019590,최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)
2198,20180322,A019590,"상장폐지사유 발생, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)"
2199,20180816,A019590,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 상장폐지사유 발생, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)"
2200,20180928,A019590,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 자본잠식률 50% 이상, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)"
2201,20181023,A019590,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 액면가액 일정비율 미달, 자본잠식률 50% 이상, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)"
2202,20181217,A019590,"액면가액 일정비율 미달, 자본잠식률 50% 이상, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)"
2203,20190320,A019590,액면가액 일정비율 미달
2204,20200422,A019590,
2205,19991228,A019640,
2206,20090102,A019640,사유미상
2207,20090324,A019640,회생절차 개시신청
2208,20090401,A019640,사업보고서 미제출
2209,20090403,A019640,
2210,19991228,A019660,
2211,20050401,A019660,사유미상
2212,20060403,A019660,
2213,20130621,A019660,"매출액 30억원 미달, 자본잠식률 50% 이상"
2214,20131202,A019660,매출액 30억원 미달
2215,20140619,A019660,최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생
2216,20150617,A019660,
2217,19991228,A019680,
2218,19991228,A019730,
2219,19991228,A019770,
2220,19991228,A019930,
2221,20021209,A019930,사유미상
2222,20040213,A019930,
2223,19991228,A019990,
2224,19991228,A020000,
2225,19991228,A020070,
2226,20000201,A020070,사유미상
2227,20010321,A020070,
2228,20080317,A020070,사유미상
2229,20090324,A020070,자본잠식률 50% 이상
2230,20090331,A020070,최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생
2231,20090403,A020070,
2232,20090504,A020070,최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생
2233,20100325,A020070,"상장폐지사유 발생, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
2234,20100401,A020070,"상장폐지사유 발생, 정기주주총회 미개최 또는 재무제표 미승인, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
2235,20100503,A020070,
2236,19991228,A020100,
2237,19991228,A020120,
2238,20020401,A020120,사유미상
2239,20030319,A020120,
2240,20120402,A020120,매출액 미달(50억원 미만)
2241,20130401,A020120,
2242,19991228,A020150,
2243,19991228,A020180,
2244,19991228,A020400,
2245,19991228,A020490,
2246,20020905,A020490,사유미상
2247,20021014,A020490,
2248,19991228,A020560,
2249,20190325,A020560,감사범위제한으로인한 감사의견한정
2250,20190327,A020560,
2251,19991228,A020620,
2252,19991228,A020710,
2253,19991228,A020760,
2254,19991228,A020860,
2255,20030317,A020860,사유미상
2256,20030411,A020860,
2257,19991228,A020880,
2258,19991228,A021040,
2259,20011012,A021040,사유미상
2260,20030221,A021040,
2261,19991228,A021050,
2262,19991228,A021060,
2263,20050401,A021060,사유미상
2264,20060403,A021060,
2265,20070314,A021060,사유미상
2266,20080228,A021060,
2267,20090309,A021060,사유미상
2268,20090324,A021060,매출액 30억원 미달
2269,20090403,A021060,
2270,20090504,A021060,매출액 30억원 미달
2271,20100222,A021060,
2272,20110316,A021060,"매출액 30억원 미달, 자본잠식률 50% 이상"
2273,20110517,A021060,"매출액 30억원 미달, 시가총액 40억원 미달 30일 연속  - (2009.02.04 상장폐지실질심사제도 추가), 자본잠식률 50% 이상"
2274,20110817,A021060,"매출액 30억원 미달, 반기보고서 미제출, 시가총액 40억원 미달 30일 연속  - (2009.02.04 상장폐지실질심사제도 추가), 자본잠식률 50% 이상"
2275,20110829,A021060,"매출액 30억원 미달, 시가총액 40억원 미달 30일 연속  - (2009.02.04 상장폐지실질심사제도 추가)"
2276,20111027,A021060,매출액 30억원 미달
2277,20120329,A021060,
2278,20120511,A021060,상장폐지사유 발생
2279,20120627,A021060,
2280,19991228,A021080,
2281,19991228,A021090,
2282,19991228,A021170,
2283,19991228,A021220,
2284,19991228,A021240,
2285,19991228,A021310,
2286,19991228,A021320,
2287,19991228,A021570,
2288,20050926,A021570,사유미상
2289,20051013,A021570,
2290,19991228,A021600,
2291,19991228,A021610,
2292,19991228,A021650,
2293,19991228,A021660,
2294,19991228,A021740,
2295,20020402,A021740,사유미상
2296,20021024,A021740,
2297,20021030,A021740,사유미상
2298,20021031,A021740,
2299,20021105,A021740,사유미상
2300,20021106,A021740,
2301,20021119,A021740,사유미상
2302,20021122,A021740,
2303,20021126,A021740,사유미상
2304,20021202,A021740,
2305,19991228,A021820,
2306,19991228,A021870,
2307,19991228,A021880,
2308,20000201,A021880,사유미상
2309,20000601,A021880,
2310,20020703,A021880,사유미상
2311,20030528,A021880,
2312,20040213,A021880,사유미상
2313,20040803,A021880,
2314,20130319,A021880,상장폐지사유 발생
2315,20130620,A021880,"상장폐지사유 발생, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
2316,20131119,A021880,최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생
2317,20150623,A021880,최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)
2318,20160622,A021880,
2319,20200619,A021880,최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)
2320,19991228,A021930,
2321,20000628,A021930,사유미상
2322,20010629,A021930,
2323,19991228,A021960,
2324,19991228,A022020,
2325,19991228,A022060,
2326,19991228,A022100,
2327,19991228,A022130,
2328,19991228,A022220,
2329,20021024,A022220,사유미상
2330,20021025,A022220,
2331,20021101,A022220,사유미상
2332,20021105,A022220,
2333,20021106,A022220,사유미상
2334,20021205,A022220,
2335,19991228,A022510,
2336,20000201,A022510,사유미상
2337,20000607,A022510,
2338,19991228,A022520,
2339,19991228,A022610,
2340,19991228,A022770,
2341,20000201,A022770,사유미상
2342,20000607,A022770,
2343,19991228,A022780,
2344,20020624,A022780,사유미상
2345,20020802,A022780,
2346,19991228,A022870,
2347,19991228,A023000,
2348,19991228,A023020,
2349,19991228,A023130,
2350,19991228,A023140,
2351,19991228,A023150,
2352,19991228,A023160,
2353,19991228,A023350,
2354,19991228,A023410,
2355,19991228,A023420,
2356,19991228,A023430,
2357,20080320,A023430,사유미상
2358,20080818,A023430,
2359,20170330,A023430,상장폐지사유 발생
2360,20170403,A023430,"상장폐지사유 발생, 정기주주총회 미개최 또는 재무제표 미승인"
2361,20170811,A023430,"상장폐지사유 발생, 자본잠식률 50% 이상, 정기주주총회 미개최 또는 재무제표 미승인"
2362,20170824,A023430,"자본잠식률 50% 이상, 정기주주총회 미개최 또는 재무제표 미승인"
2363,20171109,A023430,"상장폐지사유 발생, 자본잠식률 50% 이상, 정기주주총회 미개최 또는 재무제표 미승인"
2364,20171220,A023430,
2365,19991228,A023440,
2366,19991228,A023450,
2367,20090401,A023450,소액주주지주비율 10/100미만
2368,20090403,A023450,
2369,20090504,A023450,소액주주지주비율 10/100미만
2370,20091123,A023450,
2371,19991228,A023460,
2372,19991228,A023530,
2373,19991228,A023580,
2374,19991228,A023590,
2375,19991228,A023600,
2376,19991228,A023670,
2377,20080818,A023670,사유미상
2378,20090324,A023670,매출액 30억원 미달
2379,20090403,A023670,
2380,20090504,A023670,"매출액 30억원 미달, 반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 자기자본 10억원 미만, 자본잠식률 50% 이상"
2381,20090601,A023670,"매출액 30억원 미달, 자기자본 10억원 미만, 자본잠식률 50% 이상"
2382,20090817,A023670,매출액 30억원 미달
2383,20100322,A023670,최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생
2384,20100503,A023670,"상장폐지사유 발생, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
2385,20100617,A023670,
2386,19991228,A023710,
2387,19991228,A023760,
2388,20000201,A023760,사유미상
2389,20000703,A023760,
2390,19991228,A023770,
2391,20140324,A023770,"자기자본 10억원 미만, 자본잠식률 50% 이상, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
2392,20140818,A023770,최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생
2393,20150319,A023770,
2394,19991228,A023780,
2395,19991228,A023790,
2396,20160318,A023790,"최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가), 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
2397,20170317,A023790,최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생
2398,20180315,A023790,
2399,19991228,A023800,
2400,19991228,A023810,
2401,19991228,A023880,
2402,19991228,A023890,
2403,19991228,A023900,
2404,19991228,A023910,
2405,19991228,A023920,
2406,19991228,A023960,
2407,19991228,A024060,
2408,20080401,A024060,사유미상
2409,20081211,A024060,
2410,19991228,A024070,
2411,19991228,A024080,
2412,20020911,A024080,사유미상
2413,20021018,A024080,
2414,19991228,A024090,
2415,19991228,A024100,
2416,19991228,A024110,
2417,19991228,A024120,
2418,19991228,A024660,
2419,19991228,A024720,
2420,19991228,A024740,
2421,19991228,A024800,
2422,19991228,A024810,
2423,19991228,A024820,
2424,19991228,A024830,
2425,20110401,A024830,거래실적부진
2426,20110701,A024830,
2427,20190816,A024830,액면가액 일정비율 미달
2428,19991228,A024840,
2429,20090324,A024840,자기자본 10억원 미만
2430,20090401,A024840,상장폐지사유 발생
2431,20090403,A024840,
2432,20090504,A024840,"자기자본 10억원 미만, 자본잠식률 50% 이상"
2433,20100329,A024840,"자기자본 10억원 미만, 자본잠식률 50% 이상, 최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생"
2434,20110314,A024840,
2435,19991228,A024850,
2436,20120320,A024850,최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)
2437,20120816,A024850,"반기검토(감사)의견 부적정, 의견거절 또는 범위제한 한정, 최근 4사업연도 연속 영업손실 발생  - (2009.02.04 상장폐지실질심사제도 추가)"
2438,20130225,A024850,
2439,19991228,A024860,
2440,19991228,A024870,
2441,20081215,A024870,사유미상
2442,20090324,A024870,공시의무 위반
2443,20090403,A024870,
2444,20090504,A024870,"감사범위제한으로인한 감사의견한정, 공시의무 위반"
2445,20090817,A024870,"감사범위제한으로인한 감사의견한정, 공시의무 위반, 반기검토의견 의견거절"
2446,20091215,A024870,"감사범위제한으로인한 감사의견한정, 반기검토의견 의견거절"
2447,20100401,A024870,"감사범위제한으로인한 감사의견한정, 반기검토의견 의견거절, 자본잠식(자본금의 50/100이상 잠식)"
2448,20100503,A024870,
2449,19991228,A024880,
2450,19991228,A024890,
2451,19991228,A024900,
2452,19991228,A024910,
2453,19991228,A024930,
2454,19991228,A024940,
2455,19991228,A024950,
2456,19991228,A024960,
2457,20000526,A024960,사유미상
2458,20010212,A024960,
2459,19991228,A025000,
2460,19991228,A025080,
2461,20000629,A025080,사유미상
2462,20010824,A025080,
2463,19991228,A025090,
2464,19991228,A025150,
2465,20000201,A025150,사유미상
2466,20000607,A025150,
2467,19991228,A025220,
2468,19991228,A025270,
2469,19991228,A025320,
2470,19991228,A025340,
2471,20060403,A025340,사유미상
2472,20070315,A025340,
2473,20111121,A025340,상장폐지사유 발생
2474,20111228,A025340,
2475,19991228,A025440,
2476,20140320,A025440,최근3사업연도중 2사업연도 자기자본 50%초과 법인세비용차감전계속사업손실 발생
2477,20150319,A025440,
2478,19991228,A025450,
2479,20020930,A025450,사유미상
2480,20030930,A025450,
2481,20040920,A025450,사유미상
2482,20041007,A025450,
2483,19991228,A025460,
2484,20080331,A025460,사유미상
2485,20090324,A025460,시가총액 40억원 미달 30일 연속  - (2009.02.04 상장폐지실질심사제도 추가)
2486,20090401,A025460,정기주주총회 미개최 또는 재무제표 미승인
2487,20090403,A025460,
2488,19991228,A025530,
2489,19991228,A025540,
2490,19991228,A025550,
2491,19991228,A025560,
2492,19991228,A025610,
2493,19991228,A025620,
2494,20050401,A025620,사유미상
2495,20060328,A025620,
2496,20140327,A025620,감사범위제한으로인한 감사의견한정
2497,20140404,A025620,"감사범위제한으로인한 감사의견한정, 회생절차개시신청"
2498,20140418,A025620,"감사범위제한으로인한 감사의견한정, 공시의무 위반, 회생절차개시신청"
2499,20140818,A025620,"감사범위제한으로인한 감사의견한정, 공시의무 위반, 반기검토의견 의견거절, 회생절차개시신청"
