,std_dt,symbol,kospi100
1134,20000104,A016420,N
1135,20000104,A016450,N
1136,20000104,A016510,N
1137,20000104,A016550,N
1138,20000104,A016560,N
1139,20000104,A016570,N
1140,20000104,A016580,N
1141,20000104,A016590,N
1142,20000104,A016600,N
1143,20000104,A016610,N
1144,20000104,A016670,N
1145,20000104,A016710,N
1146,20160729,A016740,N
1147,20180601,A016790,N
1148,20000104,A016800,N
1149,20000104,A016830,N
1150,20010102,A016830,Y
1151,20011227,A016830,N
1152,20020102,A016830,Y
1153,20040611,A016830,N
1154,20000104,A016880,N
1155,20000104,A016890,N
1156,20000104,A016920,N
1157,20000104,A016970,N
1158,20001221,A016990,N
1159,20000104,A017000,N
1160,20030128,A017010,N
1161,20000104,A017040,N
1162,20000104,A017050,N
1163,20000104,A017090,N
1164,20000104,A017120,N
1165,20000104,A017160,N
1166,20000104,A017170,N
1167,20080710,A017180,N
1168,20000104,A017210,N
1169,20000104,A017250,N
1170,20000104,A017300,N
1171,20010102,A017300,Y
1172,20011029,A017300,N
1173,20000104,A017320,N
1174,20010809,A017370,N
1175,20000104,A017390,N
1176,20010109,A017480,N
1177,20000104,A017510,N
1178,20000104,A017550,N
1179,20000104,A017620,N
1180,20000104,A017650,N
1181,20000104,A017670,N
1182,20010102,A017670,Y
1183,20011227,A017670,N
1184,20020102,A017670,Y
1185,20000104,A017680,N
1186,20000104,A017740,N
1187,20000104,A017800,N
1188,20000104,A017810,N
1189,20000104,A017890,N
1190,20000104,A017900,N
1191,20000104,A017940,N
1192,20000104,A017960,N
1193,20000104,A018000,N
1194,20000104,A018020,N
1195,20000104,A018120,N
1196,20000104,A018180,N
1197,20180322,A018250,N
1198,20141104,A018260,N
1199,20150313,A018260,Y
1200,20000104,A018290,N
1201,20000104,A018310,N
1202,20000104,A018410,N
1203,20000104,A018470,N
1204,20000104,A018500,N
1205,20000104,A018550,N
1206,20000104,A018570,N
1207,20000104,A018590,N
1208,20080520,A018620,N
1209,20000104,A018670,N
1210,20000818,A018680,N
1211,20000104,A018700,N
1212,20000104,A018720,N
1213,20000104,A018880,N
1214,20010102,A018880,Y
1215,20011227,A018880,N
1216,20020102,A018880,Y
1217,20000104,A018890,N
1218,20000104,A019010,N
1219,20000104,A019120,N
1220,20000104,A019170,N
1221,20201211,A019170,Y
1222,20000104,A019180,N
1223,20000104,A019210,N
1224,20000104,A019260,N
1225,20000104,A019300,N
1226,20000104,A019430,N
1227,20110601,A019440,N
1228,20000104,A019490,N
1229,20010416,A019490,Y
1230,20011227,A019490,N
1231,20020102,A019490,Y
1232,20020614,A019490,N
1233,20000104,A019540,N
1234,20000104,A019550,N
1235,20000104,A019560,N
1236,20000104,A019570,N
1237,20000104,A019590,N
1238,20000104,A019640,N
1239,20000104,A019660,N
1240,20040203,A019680,N
1241,20110624,A019770,N
1242,20000104,A019930,N
1243,20060201,A019990,N
1244,20000104,A020000,N
1245,20000104,A020070,N
1246,20000104,A020120,N
1247,20110304,A020150,N
1248,20000104,A020180,N
1249,20000104,A020400,N
1250,20000104,A020490,N
1251,20000104,A020560,N
1252,20000104,A020710,N
1253,20020109,A020760,N
1254,20000104,A020860,N
1255,20000104,A021040,N
1256,20000104,A021050,N
1257,20000615,A021060,N
1258,20000104,A021080,N
1259,20000104,A021090,N
1260,20000104,A021240,N
1261,20090623,A021240,Y
1262,20010821,A021320,N
1263,20000104,A021570,N
1264,20030124,A021650,N
1265,20000104,A021740,N
1266,20000104,A021820,N
1267,20000104,A021880,N
1268,20000104,A021930,N
1269,20000104,A021960,N
1270,20000104,A022060,N
1271,20001128,A022100,N
1272,20000104,A022220,N
1273,20060411,A022220,N
1274,20000104,A022510,N
1275,20010913,A022520,N
1276,20000104,A022610,N
1277,20000104,A022770,N
1278,20000104,A022780,N
1279,20000104,A022870,N
1280,20110722,A023000,N
1281,20000720,A023020,N
1282,20000104,A023130,N
1283,20010102,A023130,Y
1284,20011109,A023130,N
1285,20000104,A023150,N
1286,20000104,A023160,N
1287,20110428,A023350,N
1288,20000104,A023410,N
1289,20000104,A023420,N
1290,20000104,A023430,N
1291,20000104,A023440,N
1292,20000104,A023450,N
1293,20000104,A023460,N
1294,20060209,A023530,N
1295,20060609,A023530,Y
1296,20000104,A023590,N
1297,20010102,A023590,Y
1298,20011227,A023590,N
1299,20020102,A023590,Y
1300,20020614,A023590,N
1301,20000104,A023600,N
1302,20010111,A023670,N
1303,20000104,A023760,N
1304,20000104,A023770,N
1305,20000104,A023780,N
1306,20000104,A023790,N
1307,20000104,A023800,N
1308,20000104,A023810,N
1309,20000104,A023890,N
1310,20000104,A023900,N
1311,20000104,A023910,N
1312,20000104,A023960,N
1313,20000104,A024060,N
1314,20000104,A024070,N
1315,20000104,A024080,N
1316,20000104,A024090,N
1317,20000104,A024100,N
1318,20000104,A024110,N
1319,20040611,A024110,Y
1320,20000104,A024120,N
1321,20000104,A024660,N
1322,20000104,A024720,N
1323,20000104,A024740,N
1324,20000104,A024800,N
1325,20000104,A024810,N
1326,20000104,A024830,N
1327,20000104,A024840,N
1328,20010118,A024850,N
1329,20000104,A024870,N
1330,20000104,A024880,N
1331,20000104,A024890,N
1332,20000104,A024900,N
1333,20000104,A024910,N
1334,20000104,A024940,N
1335,20000104,A024950,N
1336,20000104,A024960,N
1337,20000104,A025000,N
1338,20000104,A025080,N
1339,20000104,A025150,N
1340,20000104,A025270,N
1341,20000104,A025320,N
1342,20000504,A025340,N
1343,20000104,A025440,N
1344,20000104,A025450,N
1345,20030129,A025460,N
1346,20000104,A025530,N
1347,20000104,A025540,N
1348,20000104,A025550,N
1349,20000104,A025560,N
1350,20010102,A025560,Y
1351,20011227,A025560,N
1352,20020102,A025560,Y
1353,20050610,A025560,N
1354,20000104,A025610,N
1355,20000104,A025620,N
1356,20000104,A025690,N
1357,20031104,A025750,N
1358,20000104,A025770,N
1359,20000104,A025820,N
1360,20000104,A025830,N
1361,20000104,A025840,N
1362,20000104,A025850,N
1363,20000104,A025860,N
1364,20010102,A025860,Y
1365,20011227,A025860,N
1366,20020102,A025860,Y
1367,20030613,A025860,N
1368,20000104,A025870,N
1369,20000104,A025880,N
1370,20000104,A025890,N
1371,20000104,A025900,N
1372,20000104,A025920,N
1373,20000104,A025930,N
1374,20010102,A025930,Y
1375,20011227,A025930,N
1376,20020102,A025930,Y
1377,20050610,A025930,N
1378,20000104,A025950,N
1379,20000104,A025970,N
1380,20000104,A025980,N
1381,20000104,A026040,N
1382,20000104,A026150,N
1383,20000808,A026180,N
1384,20000104,A026220,N
1385,20000104,A026230,N
1386,20000104,A026240,N
1387,20000104,A026250,N
1388,20000104,A026260,N
1389,20000620,A026540,N
1390,20000104,A026870,N
1391,20000104,A026890,N
1392,20000104,A026910,N
1393,20000104,A026940,N
1394,20000104,A026960,N
1395,20000104,A027040,N
1396,20000104,A027050,N
1397,20000104,A027350,N
1398,20181121,A027360,N
1399,20000104,A027390,N
1400,20140519,A027410,N
1401,20160610,A027410,Y
1402,20180615,A027410,N
1403,20000104,A027440,N
1404,20000104,A027460,N
1405,20010102,A027460,Y
1406,20011109,A027460,N
1407,20010111,A027560,N
1408,20071001,A027580,N
1409,20000104,A027610,N
1410,20000104,A027710,N
1411,20001207,A027740,N
1412,20000104,A027830,N
1413,20000104,A027840,N
1414,20000104,A027890,N
1415,20000104,A027970,N
1416,20000104,A028040,N
1417,20000104,A028050,N
1418,20070615,A028050,Y
1419,20160610,A028050,N
1420,20190614,A028050,Y
1421,20000104,A028080,N
1422,20000104,A028090,N
1423,20090612,A028100,N
1424,20000120,A028150,N
1425,20141218,A028260,N
1426,20150313,A028260,Y
1427,20000104,A028300,N
1428,20070921,A028670,N
1429,20090612,A028670,Y
1430,20130611,A028670,N
1431,20000104,A029460,N
1432,20000104,A029480,N
1433,20000104,A029530,N
1434,20010102,A029530,Y
1435,20011227,A029530,N
1436,20020102,A029530,Y
1437,20070914,A029530,N
1438,20071030,A029530,Y
1439,20080613,A029530,N
1440,20070627,A029780,N
1441,20090612,A029780,Y
1442,20040618,A029960,N
1443,20000104,A030000,N
1444,20010102,A030000,Y
1445,20011227,A030000,N
1446,20020102,A030000,Y
1447,20011204,A030030,N
1448,20000516,A030190,N
1449,20000104,A030200,N
1450,20010102,A030200,Y
1451,20011227,A030200,N
1452,20020102,A030200,Y
1453,20000104,A030210,N
1454,20000104,A030270,N
1455,20000104,A030350,N
1456,20000104,A030390,N
1457,20000104,A030420,N
1458,20000104,A030520,N
1459,20000104,A030530,N
1460,20000104,A030610,N
1461,20000104,A030700,N
1462,20000104,A030710,N
1463,20000104,A030720,N
1464,20001226,A030790,N
1465,20000104,A030960,N
1466,20000104,A030970,N
1467,20000704,A031150,N
1468,20000104,A031310,N
1469,20000523,A031330,N
1470,20000104,A031390,N
1471,20110714,A031430,N
1472,20010731,A031440,N
1473,20000104,A031510,N
1474,20000104,A031800,N
1475,20000104,A031820,N
1476,20010402,A031820,Y
1477,20011227,A031820,N
1478,20020102,A031820,Y
1479,20020614,A031820,N
1480,20000104,A031860,N
1481,20000104,A031920,N
1482,20000104,A031950,N
1483,20000104,A031960,N
1484,20000104,A031970,N
1485,20000104,A031980,N
1486,20000104,A031990,N
1487,20000104,A032030,N
1488,20000104,A032050,N
1489,20001026,A032080,N
1490,20000104,A032150,N
1491,20000418,A032180,N
1492,20000104,A032190,N
1493,20000104,A032280,N
1494,20000104,A032290,N
1495,20200810,A032300,N
1496,20060608,A032350,N
1497,20000104,A032380,N
1498,20000104,A032390,N
1499,20040611,A032390,Y
1500,20090612,A032390,N
1501,20000104,A032420,N
1502,20000321,A032500,N
1503,20000104,A032540,N
1504,20000104,A032560,N
1505,20000104,A032570,N
1506,20000104,A032580,N
1507,20000104,A032590,N
1508,20000104,A032600,N
1509,20000104,A032610,N
1510,20000104,A032620,N
1511,20000921,A032640,N
1512,20100611,A032640,Y
1513,20000104,A032680,N
1514,20020422,A032710,N
1515,20020614,A032710,Y
1516,20040329,A032710,N
1517,20060609,A032710,Y
1518,20070615,A032710,N
1519,20000104,A032750,N
1520,20000104,A032780,N
1521,20000104,A032790,N
1522,20000104,A032800,N
1523,20000622,A032820,N
1524,20100512,A032830,N
1525,20100910,A032830,Y
1526,20000104,A032850,N
1527,20000104,A032860,N
1528,20000104,A032930,N
1529,20000104,A032940,N
1530,20000104,A032960,N
1531,20000104,A032980,N
1532,20010510,A033020,N
1533,20000104,A033040,N
1534,20000104,A033050,N
1535,20000104,A033070,N
1536,20000104,A033100,N
1537,20000104,A033110,N
1538,20000104,A033130,N
1539,20000104,A033160,N
1540,20101126,A033170,N
1541,20000104,A033180,N
1542,20000104,A033190,N
1543,20000104,A033200,N
1544,20000104,A033210,N
1545,20000104,A033220,N
1546,20000104,A033230,N
1547,20000104,A033240,N
1548,20010615,A033240,Y
1549,20011227,A033240,N
1550,20020102,A033240,Y
1551,20040611,A033240,N
1552,20000104,A033250,N
1553,20010201,A033260,N
1554,20000104,A033270,N
1555,20000104,A033280,N
1556,20000104,A033290,N
1557,20000104,A033300,N
1558,20000104,A033310,N
1559,20000104,A033320,N
1560,20000104,A033330,N
1561,20000104,A033340,N
1562,20000104,A033430,N
1563,20000104,A033500,N
1564,20000104,A033530,N
1565,20000104,A033540,N
1566,20110126,A033560,N
1567,20001121,A033600,N
1568,20000104,A033630,N
1569,20000104,A033640,N
1570,20090625,A033660,N
1571,20000627,A033720,N
1572,20000104,A033780,N
1573,20010102,A033780,Y
1574,20011227,A033780,N
1575,20020102,A033780,Y
1576,20010626,A033790,N
1577,20101129,A033830,N
1578,20000104,A033850,N
1579,20000104,A033880,N
1580,20000104,A033920,N
1581,20000427,A034010,N
1582,20001025,A034020,N
1583,20020614,A034020,Y
1584,20190614,A034020,N
1585,20000104,A034120,N
1586,20040611,A034120,Y
1587,20110610,A034120,N
1588,20040723,A034220,N
1589,20041210,A034220,Y
1590,20021024,A034230,N
1591,20000104,A034300,N
1592,20040204,A034310,N
1593,20000414,A034510,N
1594,20061107,A034590,N
1595,20000104,A034600,N
1596,20000104,A034660,N
1597,20091111,A034730,N
1598,20110610,A034730,Y
1599,20000104,A034750,N
1600,20000104,A034810,N
1601,20010522,A034830,N
1602,20000104,A034940,N
1603,20020207,A034950,N
1604,20000104,A034970,N
1605,20000713,A034980,N
1606,20000104,A035000,N
1607,20000104,A035010,N
1608,20000104,A035080,N
1609,20000104,A035150,N
1610,20020115,A035200,N
1611,20000104,A035210,N
1612,20011025,A035250,N
1613,20040611,A035250,Y
1614,20000104,A035270,N
1615,20000104,A035290,N
1616,20000104,A035400,N
1617,20021024,A035420,N
1618,20090313,A035420,Y
1619,20000104,A035450,N
1620,20000104,A035460,N
1621,20000104,A035480,N
1622,20000104,A035500,N
1623,20001116,A035510,N
1624,20021122,A035600,N
1625,20000104,A035610,N
1626,20000104,A035620,N
1627,20000104,A035710,N
1628,20000104,A035720,N
1629,20170915,A035720,Y
1630,20000104,A035760,N
1631,20000113,A035780,N
1632,20000104,A035810,N
1633,20000104,A035830,N
1634,20000627,A035870,N
1635,20000104,A035890,N
1636,20010830,A035900,N
1637,20000104,A035910,N
1638,20000104,A035950,N
1639,20000104,A035960,N
1640,20000104,A036000,N
1641,20020703,A036010,N
1642,20000104,A036020,N
1643,20000104,A036030,N
1644,20000104,A036090,N
1645,20000104,A036120,N
1646,20000104,A036170,N
1647,20000104,A036180,N
1648,20001226,A036190,N
1649,20000104,A036200,N
1650,20000104,A036210,N
1651,20000104,A036260,N
1652,20000120,A036270,N
1653,20000104,A036280,N
1654,20010118,A036360,N
1655,20000323,A036420,N
1656,20000104,A036460,N
1657,20010615,A036460,Y
1658,20011227,A036460,N
1659,20020102,A036460,Y
1660,20000404,A036480,N
1661,20000104,A036490,N
1662,20000104,A036500,N
1663,20000307,A036530,N
1664,20010502,A036540,N
1665,20030107,A036550,N
1666,20000104,A036560,N
1667,20000711,A036570,N
1668,20040611,A036570,Y
1669,20000104,A036580,N
1670,20010510,A036590,N
1671,20000111,A036600,N
1672,20000104,A036610,N
1673,20000111,A036620,N
1674,20000104,A036630,N
1675,20000530,A036640,N
1676,20000615,A036660,N
1677,20010103,A036670,N
1678,20000118,A036690,N
1679,20000104,A036710,N
1680,20011108,A036720,N
1681,20000104,A036760,N
1682,20000104,A036790,N
1683,20000503,A036800,N
1684,20000118,A036810,N
1685,20000104,A036820,N
1686,20000118,A036830,N
1687,20000104,A036850,N
1688,20000104,A036880,N
1689,20000720,A036890,N
1690,20000111,A036900,N
1691,20000104,A036910,N
1692,20000104,A036920,N
1693,20000104,A036930,N
1694,20000104,A037010,N
1695,20000104,A037020,N
1696,20000104,A037030,N
1697,20150424,A037030,N
1698,20010814,A037060,N
1699,20000104,A037070,N
1700,20000711,A037110,N
1701,20000104,A037120,N
1702,20000104,A037150,N
1703,20000104,A037200,N
1704,20000104,A037220,N
1705,20000104,A037230,N
1706,20000104,A037240,N
1707,20000104,A037250,N
1708,20030801,A037270,N
1709,20000229,A037280,N
1710,20020917,A037320,N
1711,20000104,A037330,N
1712,20000111,A037350,N
1713,20000111,A037370,N
1714,20000127,A037380,N
1715,20000104,A037400,N
1716,20000104,A037410,N
1717,20000203,A037440,N
1718,20000104,A037460,N
1719,20000104,A037540,N
1720,20020117,A037550,N
1721,20121109,A037560,N
1722,20000104,A037600,N
1723,20060215,A037620,N
1724,20080613,A037620,Y
1725,20161221,A037620,N
1726,20000104,A037630,N
1727,20000104,A037650,N
1728,20000104,A037700,N
1729,20020207,A037710,N
1730,20000725,A037730,N
1731,20000303,A037740,N
1732,20001109,A037750,N
1733,20000407,A037760,N
1734,20020205,A037830,N
1735,20000824,A037950,N
1736,20000111,A038010,N
1737,20020110,A038050,N
1738,20060808,A038060,N
1739,20051025,A038070,N
1740,20000113,A038100,N
1741,20000323,A038110,N
1742,20000824,A038120,N
1743,20150424,A038160,N
1744,20000222,A038290,N
1745,20020423,A038320,N
1746,20011122,A038340,N
1747,20000201,A038390,N
1748,20011221,A038400,N
1749,20060725,A038410,N
1750,20000622,A038460,N
1751,20010201,A038500,N
1752,20000609,A038530,N
1753,20000818,A038540,N
1754,20000504,A038620,N
1755,20000427,A038680,N
1756,20000629,A038690,N
1757,20010118,A038720,N
1758,20000509,A038810,N
1759,20000831,A038830,N
1760,20010529,A038870,N
1761,20000427,A038880,N
1762,20000706,A038920,N
1763,20000504,A038950,N
1764,20010515,A038960,N
1765,20000704,A038980,N
1766,20020131,A039000,N
1767,20000720,A039010,N
1768,20000504,A039020,N
1769,20000824,A039030,N
1770,20000321,A039040,N
1771,20010619,A039060,N
1772,20001128,A039130,N
1773,20070117,A039200,N
1774,20000622,A039230,N
1775,20000307,A039240,N
1776,20060704,A039290,N
1777,20000609,A039310,N
1778,20040730,A039340,N
1779,20001207,A039350,N
1780,20000725,A039390,N
1781,20020312,A039420,N
1782,20020228,A039440,N
1783,20040423,A039490,N
1784,20000316,A039500,N
1785,20000321,A039530,N
1786,20000622,A039560,N
1787,20150924,A039570,N
1788,20000706,A039580,N
1789,20000316,A039610,N
1790,20040116,A039670,N
1791,20000706,A039740,N
1792,20000725,A039790,N
1793,20010103,A039830,N
1794,20000629,A039840,N
1795,20000711,A039850,N
1796,20000816,A039860,N
1797,20000818,A039870,N
1798,20020812,A039980,N
1799,20000613,A039990,N
1800,20000713,A040020,N
1801,20000503,A040130,N
1802,20000829,A040160,N
1803,20000720,A040180,N
1804,20010904,A040300,N
1805,20020110,A040350,N
1806,20000801,A040420,N
1807,20000427,A040610,N
1808,20000818,A040670,N
1809,20040128,A040740,N
1810,20001205,A040750,N
1811,20000627,A040780,N
1812,20110805,A040910,N
1813,20051028,A041020,N
1814,20000530,A041030,N
1815,20000607,A041060,N
1816,20000725,A041140,N
1817,20000609,A041190,N
1818,20000509,A041310,N
1819,20000808,A041320,N
1820,20031114,A041440,N
1821,20000720,A041450,N
1822,20101119,A041460,N
1823,20000427,A041510,N
1824,20030704,A041520,N
1825,20000711,A041550,N
1826,20021024,A041590,N
1827,20020115,A041630,N
1828,20011115,A041650,N
1829,20011213,A041800,N
1830,20001214,A041830,N
1831,20040206,A041910,N
1832,20130701,A041920,N
1833,20011226,A041930,N
1834,20010724,A041940,N
1835,20011030,A041960,N
1836,20141104,A042000,N
1837,20030107,A042040,N
1838,20020726,A042100,N
1839,20060609,A042100,Y
1840,20090623,A042100,N
1841,20000713,A042110,N
1842,20000622,A042340,N
1843,20000803,A042370,N
1844,20000627,A042420,N
1845,20000719,A042470,N
1846,20020110,A042500,N
1847,20010103,A042510,N
1848,20091009,A042520,N
1849,20001019,A042570,N
1850,20021001,A042600,N
1851,20010202,A042660,N
1852,20020614,A042660,Y
1853,20170511,A042660,N
1854,20190614,A042660,Y
1855,20010202,A042670,N
1856,20020614,A042670,Y
1857,20180309,A042670,N
1858,20050722,A042700,N
1859,20000711,A042820,N
1860,20000627,A042870,N
1861,20001019,A042940,N
1862,20000711,A042960,N
1863,20011011,A043090,N
1864,20000808,A043100,N
1865,20060929,A043150,N
1866,20000719,A043200,N
1867,20010703,A043220,N
1868,20011129,A043260,N
1869,20111025,A043290,N
1870,20000829,A043340,N
1871,20010720,A043360,N
1872,20011213,A043370,N
1873,20010802,A043580,N
1874,20011220,A043590,N
1875,20000720,A043610,N
1876,20000704,A043630,N
1877,20000824,A043650,N
1878,20000727,A043680,N
1879,20010628,A043690,N
1880,20020711,A043710,N
1881,20000615,A043790,N
1882,20000810,A043890,N
1883,20051118,A043910,N
1884,20010118,A044060,N
1885,20041119,A044070,N
1886,20001116,A044180,N
1887,20001024,A044340,N
1888,20000713,A044370,N
1889,20061115,A044380,N
1890,20000803,A044440,N
1891,20071026,A044450,N
1892,20010111,A044480,N
1893,20011108,A044490,N
1894,20011228,A044570,N
1895,20010111,A044640,N
1896,20000629,A044770,N
1897,20000907,A044780,N
1898,20020207,A044820,N
1899,20001116,A044960,N
1900,20010802,A045050,N
1901,20000810,A045060,N
1902,20000831,A045100,N
1903,20010807,A045240,N
1904,20011108,A045260,N
1905,20040106,A045290,N
1906,20011218,A045300,N
1907,20020110,A045310,N
1908,20020715,A045340,N
1909,20001207,A045380,N
1910,20010517,A045390,N
1911,20010817,A045400,N
1912,20000727,A045470,N
1913,20000907,A045510,N
1914,20001205,A045520,N
1915,20010524,A045660,N
1916,20060703,A045710,N
1917,20081127,A045820,N
1918,20020207,A045880,N
1919,20051128,A045890,N
1920,20001006,A045920,N
1921,20000803,A045970,N
1922,20010111,A046000,N
1923,20001226,A046070,N
1924,20060120,A046110,N
1925,20100615,A046120,N
1926,20030205,A046140,N
1927,20000816,A046210,N
1928,20001107,A046240,N
1929,20020205,A046310,N
1930,20010410,A046320,N
1931,20000824,A046350,N
1932,20010111,A046390,N
1933,20020523,A046430,N
1934,20041214,A046440,N
1935,20021010,A046720,N
1936,20000818,A046810,N
1937,20020117,A046890,N
1938,20000818,A046930,N
1939,20020618,A046940,N
1940,20121127,A046970,N
1941,20010323,A047040,N
1942,20020614,A047040,Y
1943,20201211,A047040,N
1944,20010323,A047050,N
1945,20050610,A047050,Y
1946,20000908,A047060,N
1947,20020110,A047080,N
1948,20030725,A047310,N
1949,20010529,A047370,N
1950,20090929,A047400,N
1951,20011120,A047440,N
1952,20001123,A047450,N
1953,20080701,A047560,N
1954,20010111,A047600,N
1955,20001212,A047610,N
1956,20010720,A047710,N
1957,20010918,A047770,N
1958,20110630,A047810,N
1959,20140627,A047810,Y
1960,20021224,A047820,N
1961,20141223,A047920,N
1962,20010621,A047940,N
1963,20011122,A048130,N
1964,20010426,A048140,N
1965,20021024,A048150,N
1966,20070207,A048260,N
1967,20030124,A048270,N
1968,20020808,A048410,N
1969,20010111,A048430,N
1970,20001214,A048460,N
1971,20020110,A048470,N
1972,20010614,A048510,N
1973,20110126,A048530,N
1974,20010731,A048540,N
1975,20010118,A048550,N
1976,20010109,A048640,N
1977,20001012,A048760,N
1978,20010116,A048770,N
1979,20001012,A048830,N
1980,20040813,A048870,N
1981,20010731,A048910,N
1982,20010103,A049000,N
1983,20020221,A049070,N
1984,20131219,A049080,N
1985,20010726,A049120,N
1986,20020523,A049180,N
1987,20020205,A049370,N
1988,20010116,A049430,N
1989,20011011,A049470,N
1990,20010109,A049480,N
1991,20010802,A049520,N
1992,20020228,A049550,N
1993,20030124,A049630,N
1994,20020108,A049690,N
1995,20020131,A049720,N
1996,20001123,A049770,N
1997,20010213,A049790,N
1998,20010726,A049800,N
1999,20010118,A049830,N
2000,20050104,A049950,N
2001,20021213,A049960,N
2002,20001221,A050050,N
2003,20040629,A050090,N
2004,20010517,A050110,N
2005,20020425,A050120,N
2006,20020115,A050320,N
2007,20020423,A050470,N
2008,20051212,A050540,N
2009,20010621,A050600,N
2010,20050805,A050640,N
2011,20020516,A050760,N
2012,20100126,A050860,N
2013,20050708,A050890,N
2014,20161011,A050960,N
2015,20020527,A051160,N
2016,20011023,A051170,N
2017,20071129,A051310,N
2018,20041119,A051360,N
2019,20030122,A051370,N
2020,20020215,A051380,N
2021,20011115,A051390,N
2022,20010612,A051490,N
2023,20010726,A051500,N
2024,20010703,A051530,N
2025,20071214,A051600,N
2026,20150612,A051600,Y
2027,20201211,A051600,N
2028,20010129,A051630,N
2029,20040618,A051710,N
2030,20010626,A051780,N
2031,20051111,A051820,N
2032,20010425,A051900,N
2033,20020614,A051900,Y
2034,20010425,A051910,N
2035,20020614,A051910,Y
2036,20010731,A051980,N
2037,20010705,A052020,N
2038,20010621,A052190,N
2039,20021223,A052210,N
2040,20050121,A052220,N
2041,20010517,A052260,N
2042,20010605,A052270,N
2043,20010531,A052290,N
2044,20010802,A052300,N
2045,20010524,A052310,N
2046,20010710,A052330,N
2047,20010720,A052350,N
2048,20011018,A052400,N
2049,20010807,A052420,N
2050,20050103,A052460,N
2051,20010710,A052560,N
2052,20010710,A052600,N
2053,20010731,A052640,N
2054,20011218,A052650,N
2055,20020124,A052670,N
2056,20091214,A052690,N
2057,20110610,A052690,Y
2058,20160610,A052690,N
2059,20030801,A052710,N
2060,20020821,A052770,N
2061,20010814,A052790,N
2062,20011213,A052810,N
2063,20091006,A052860,N
2064,20050118,A052900,N
2065,20020715,A052970,N
2066,20020624,A053000,N
2067,20020913,A053000,Y
2068,20010807,A053030,N
2069,20010809,A053040,N
2070,20011011,A053050,N
2071,20010817,A053060,N
2072,20010807,A053070,N
2073,20200924,A053080,N
2074,20011009,A053110,N
2075,20011030,A053160,N
2076,20020110,A053170,N
2077,20011226,A053200,N
2078,20110603,A053210,N
2079,20010720,A053250,N
2080,20020104,A053260,N
2081,20020207,A053270,N
2082,20080507,A053280,N
2083,20021209,A053290,N
2084,20140204,A053300,N
2085,20020104,A053320,N
2086,20011101,A053330,N
2087,20011115,A053350,N
2088,20010821,A053440,N
2089,20010809,A053450,N
2090,20010731,A053470,N
2091,20141223,A053580,N
2092,20010823,A053590,N
2093,20010817,A053610,N
2094,20010807,A053620,N
2095,20020215,A053660,N
2096,20090623,A053690,N
2097,20011106,A053700,N
2098,20030321,A053740,N
2099,20010913,A053800,N
2100,20020715,A053810,N
2101,20011213,A053870,N
2102,20020507,A053890,N
2103,20011106,A053950,N
2104,20011113,A053960,N
2105,20020409,A053980,N
2106,20011023,A054010,N
2107,20020507,A054020,N
2108,20020115,A054040,N
2109,20020402,A054050,N
2110,20011009,A054080,N
2111,20040206,A054090,N
2112,20020618,A054120,N
2113,20011108,A054150,N
2114,20011011,A054170,N
2115,20011016,A054180,N
2116,20020509,A054210,N
2117,20011226,A054220,N
2118,20011220,A054250,N
2119,20020110,A054300,N
2120,20020110,A054340,N
2121,20011120,A054370,N
2122,20020425,A054410,N
2123,20011122,A054440,N
2124,20041210,A054450,N
2125,20010828,A054530,N
2126,20011115,A054540,N
2127,20011204,A054620,N
2128,20011113,A054630,N
2129,20020110,A054650,N
2130,20020226,A054670,N
2131,20031114,A054780,N
2132,20011206,A054790,N
2133,20010927,A054800,N
2134,20011101,A054920,N
2135,20020115,A054930,N
2136,20011213,A054940,N
2137,20060607,A054950,N
2138,20011218,A055000,N
2139,20011206,A055250,N
2140,20171031,A055490,N
2141,20010910,A055550,N
2142,20010911,A055550,Y
2143,20011227,A055550,N
2144,20020102,A055550,Y
2145,20031107,A055810,N
2146,20030801,A055970,N
2147,20030711,A056000,N
2148,20020812,A056010,N
2149,20030704,A056020,N
2150,20020115,A056060,N
2151,20011113,A056080,N
2152,20151112,A056090,N
2153,20011220,A056140,N
2154,20011218,A056190,N
2155,20020129,A056200,N
2156,20021024,A056340,N
2157,20011204,A056360,N
2158,20020604,A056500,N
2159,20011213,A056700,N
2160,20020110,A056710,N
2161,20020104,A056730,N
2162,20020115,A056810,N
2163,20011220,A056850,N
2164,20040608,A057030,N
2165,20100913,A057050,N
2166,20021024,A057100,N
2167,20020110,A057110,N
2168,20011220,A057330,N
2169,20011226,A057500,N
2170,20070919,A057540,N
2171,20020618,A057680,N
2172,20031229,A057880,N
2173,20151214,A058110,N
2174,20050805,A058220,N
2175,20020219,A058370,N
2176,20101103,A058400,N
2177,20020110,A058420,N
2178,20020816,A058430,N
2179,20020117,A058450,N
2180,20011218,A058470,N
2181,20020115,A058480,N
2182,20020205,A058530,N
2183,20020507,A058550,N
2184,20020715,A058610,N
2185,20081219,A058630,N
2186,20010730,A058650,N
2187,20020611,A058680,N
2188,20031229,A058690,N
2189,20040802,A058730,N
2190,20010831,A058820,N
2191,20100916,A058850,N
2192,20101217,A058860,N
2193,20041029,A058900,N
2194,20020115,A059090,N
2195,20081216,A059100,N
2196,20130701,A059120,N
2197,20080415,A059210,N
2198,20020117,A059720,N
2199,20011109,A060000,N
2200,20011112,A060000,Y
2201,20011227,A060000,N
2202,20020102,A060000,Y
2203,20081010,A060000,N
