,std_dt,symbol,market
931,20000104,A024950,KOSDAQ
932,20000104,A024960,KSE
933,20000104,A025000,KSE
934,20000104,A025080,KOSDAQ
935,20000104,A025150,KOSDAQ
936,20000104,A025270,KOSDAQ
937,20000104,A025320,KOSDAQ
938,20000504,A025340,KOSDAQ
939,20000104,A025440,KOSDAQ
940,20000104,A025450,KOSDAQ
941,20030129,A025460,KOSDAQ
942,20000104,A025530,KSE
943,20000104,A025540,KSE
944,20000104,A025550,KOSDAQ
945,20000104,A025560,KSE
946,20000104,A025610,KSE
947,20000104,A025620,KSE
948,20000104,A025690,KOSDAQ
949,20031104,A025750,KSE
950,20000104,A025770,KOSDAQ
951,20000104,A025820,KSE
952,20000104,A025830,KSE
953,20000104,A025840,KSE
954,20000104,A025850,KSE
955,20000104,A025860,KSE
956,20000104,A025870,KOSDAQ
957,20000104,A025880,KOSDAQ
958,20000104,A025890,KSE
959,20000104,A025900,KOSDAQ
960,20000104,A025920,KOSDAQ
961,20000104,A025930,KSE
962,20000104,A025950,KOSDAQ
963,20000104,A025970,KOSDAQ
964,20000104,A025980,KOSDAQ
965,20000104,A026040,KOSDAQ
966,20000104,A026150,KOSDAQ
967,20000808,A026180,KOSDAQ
968,20000104,A026220,KOSDAQ
969,20000104,A026230,KOSDAQ
970,20000104,A026240,KOSDAQ
971,20000104,A026250,KOSDAQ
972,20000104,A026260,KOSDAQ
973,20000620,A026540,KOSDAQ
974,20000104,A026870,KSE
975,20000104,A026890,KSE
976,20000104,A026910,KOSDAQ
977,20000104,A026940,KOSDAQ
978,20081014,A026940,KSE
979,20000104,A026960,KOSDAQ
980,20160715,A026960,KSE
981,20000104,A027040,KOSDAQ
982,20000104,A027050,KOSDAQ
983,20000104,A027350,KOSDAQ
984,20181121,A027360,KOSDAQ
985,20000104,A027390,KSE
986,20140519,A027410,KSE
987,20000104,A027440,KOSDAQ
988,20000104,A027460,KSE
989,20010111,A027560,KOSDAQ
990,20071001,A027580,KOSDAQ
991,20000104,A027610,KOSDAQ
992,20000104,A027710,KOSDAQ
993,20001207,A027740,KOSDAQ
994,20021029,A027740,KSE
995,20000104,A027830,KOSDAQ
996,20000104,A027840,KSE
997,20000104,A027890,KOSDAQ
998,20000104,A027970,KSE
999,20000104,A028040,KOSDAQ
1000,20000104,A028050,KSE
1001,20000104,A028080,KOSDAQ
1002,20000104,A028090,KOSDAQ
1003,20090612,A028100,KSE
1004,20000120,A028150,KOSDAQ
1005,20141218,A028260,KSE
1006,20000104,A028300,KOSDAQ
1007,20070921,A028670,KSE
1008,20000104,A029460,KSE
1009,20000104,A029480,KOSDAQ
1010,20000104,A029530,KSE
1011,20070627,A029780,KSE
1012,20040618,A029960,KOSDAQ
1013,20000104,A030000,KSE
1014,20011204,A030030,KOSDAQ
1015,20000516,A030190,KOSDAQ
1016,20000104,A030200,KSE
1017,20000104,A030210,KSE
1018,20000104,A030270,KOSDAQ
1019,20000104,A030350,KOSDAQ
1020,20000104,A030390,KOSDAQ
1021,20000104,A030420,KOSDAQ
1022,20000104,A030520,KOSDAQ
1023,20000104,A030530,KOSDAQ
1024,20000104,A030610,KOSDAQ
1025,20020718,A030610,KSE
1026,20000104,A030700,KOSDAQ
1027,20000104,A030710,KSE
1028,20000104,A030720,KSE
1029,20001226,A030790,KOSDAQ
1030,20101102,A030790,KSE
1031,20000104,A030960,KOSDAQ
1032,20000104,A030970,KOSDAQ
1033,20000704,A031150,KOSDAQ
1034,20000104,A031310,KOSDAQ
1035,20000523,A031330,KOSDAQ
1036,20000104,A031390,KOSDAQ
1037,20110714,A031430,KSE
1038,20010731,A031440,KOSDAQ
1039,20100429,A031440,KSE
1040,20000104,A031510,KOSDAQ
1041,20000104,A031800,KOSDAQ
1042,20000104,A031820,KSE
1043,20000104,A031860,KOSDAQ
1044,20000104,A031920,KOSDAQ
1045,20000104,A031950,KOSDAQ
1046,20000104,A031960,KOSDAQ
1047,20000104,A031970,KOSDAQ
1048,20000104,A031980,KOSDAQ
1049,20000104,A031990,KOSDAQ
1050,20000104,A032030,KOSDAQ
1051,20000104,A032050,KOSDAQ
1052,20001026,A032080,KOSDAQ
1053,20000104,A032150,KOSDAQ
1054,20000418,A032180,KOSDAQ
1055,20000104,A032190,KOSDAQ
1056,20000104,A032280,KOSDAQ
1057,20000104,A032290,KOSDAQ
1058,20200810,A032300,KOSDAQ
1059,20060608,A032350,KSE
1060,20000104,A032380,KOSDAQ
1061,20000104,A032390,KOSDAQ
1062,20040429,A032390,KSE
1063,20000104,A032420,KOSDAQ
1064,20000321,A032500,KOSDAQ
1065,20000104,A032540,KOSDAQ
1066,20000104,A032560,KOSDAQ
1067,20091029,A032560,KSE
1068,20000104,A032570,KOSDAQ
1069,20000104,A032580,KOSDAQ
1070,20000104,A032590,KOSDAQ
1071,20000104,A032600,KOSDAQ
1072,20000104,A032610,KOSDAQ
1073,20000104,A032620,KOSDAQ
1074,20000921,A032640,KOSDAQ
1075,20080421,A032640,KSE
1076,20000104,A032680,KOSDAQ
1077,20020422,A032710,KSE
1078,20000104,A032750,KOSDAQ
1079,20000104,A032780,KOSDAQ
1080,20000104,A032790,KOSDAQ
1081,20000104,A032800,KOSDAQ
1082,20000622,A032820,KOSDAQ
1083,20100512,A032830,KSE
1084,20000104,A032850,KOSDAQ
1085,20000104,A032860,KOSDAQ
1086,20000104,A032930,KOSDAQ
1087,20000104,A032940,KOSDAQ
1088,20000104,A032960,KOSDAQ
1089,20000104,A032980,KOSDAQ
1090,20010510,A033020,KOSDAQ
1091,20000104,A033040,KOSDAQ
1092,20000104,A033050,KOSDAQ
1093,20000104,A033070,KOSDAQ
1094,20000104,A033100,KOSDAQ
1095,20000104,A033110,KOSDAQ
1096,20000104,A033130,KOSDAQ
1097,20000104,A033160,KOSDAQ
1098,20101126,A033170,KOSDAQ
1099,20000104,A033180,KOSDAQ
1100,20011226,A033180,KSE
1101,20000104,A033190,KOSDAQ
1102,20000104,A033200,KOSDAQ
1103,20000104,A033210,KOSDAQ
1104,20000104,A033220,KOSDAQ
1105,20000104,A033230,KOSDAQ
1106,20000104,A033240,KSE
1107,20000104,A033250,KSE
1108,20010201,A033260,KOSDAQ
1109,20000104,A033270,KOSDAQ
1110,20071023,A033270,KSE
1111,20000104,A033280,KOSDAQ
1112,20000104,A033290,KOSDAQ
1113,20000104,A033300,KOSDAQ
1114,20000104,A033310,KOSDAQ
1115,20000104,A033320,KOSDAQ
1116,20000104,A033330,KOSDAQ
1117,20000104,A033340,KOSDAQ
1118,20000104,A033430,KOSDAQ
1119,20000104,A033500,KOSDAQ
1120,20000104,A033530,KOSDAQ
1121,20020925,A033530,KSE
1122,20000104,A033540,KOSDAQ
1123,20110126,A033560,KOSDAQ
1124,20001121,A033600,KOSDAQ
1125,20000104,A033630,KOSDAQ
1126,20000104,A033640,KOSDAQ
1127,20090625,A033660,KSE
1128,20000627,A033720,KOSDAQ
1129,20000104,A033780,KSE
1130,20010626,A033790,KOSDAQ
1131,20101129,A033830,KOSDAQ
1132,20000104,A033850,KOSDAQ
1133,20000104,A033880,KOSDAQ
1134,20000104,A033920,KOSDAQ
1135,20100720,A033920,KSE
1136,20000427,A034010,KOSDAQ
1137,20001025,A034020,KSE
1138,20000104,A034120,KOSDAQ
1139,20030625,A034120,KSE
1140,20040723,A034220,KSE
1141,20021024,A034230,KOSDAQ
1142,20000104,A034300,KOSDAQ
1143,20020617,A034300,KSE
1144,20040204,A034310,KSE
1145,20000414,A034510,KOSDAQ
1146,20061107,A034590,KSE
1147,20000104,A034600,KOSDAQ
1148,20000104,A034660,KOSDAQ
1149,20091111,A034730,KSE
1150,20000104,A034750,KOSDAQ
1151,20000104,A034810,KOSDAQ
1152,20010522,A034830,KOSDAQ
1153,20160711,A034830,KSE
1154,20000104,A034940,KOSDAQ
1155,20020207,A034950,KOSDAQ
1156,20000104,A034970,KOSDAQ
1157,20000713,A034980,KOSDAQ
1158,20000104,A035000,KSE
1159,20000104,A035010,KOSDAQ
1160,20000104,A035080,KOSDAQ
1161,20000104,A035150,KSE
1162,20020115,A035200,KOSDAQ
1163,20000104,A035210,KOSDAQ
1164,20011025,A035250,KOSDAQ
1165,20030904,A035250,KSE
1166,20000104,A035270,KOSDAQ
1167,20000104,A035290,KOSDAQ
1168,20000104,A035400,KOSDAQ
1169,20021024,A035420,KOSDAQ
1170,20081128,A035420,KSE
1171,20000104,A035450,KOSDAQ
1172,20000104,A035460,KOSDAQ
1173,20000104,A035480,KOSDAQ
1174,20000104,A035500,KOSDAQ
1175,20001116,A035510,KOSDAQ
1176,20060518,A035510,KSE
1177,20021122,A035600,KOSDAQ
1178,20000104,A035610,KOSDAQ
1179,20000104,A035620,KOSDAQ
1180,20000104,A035710,KOSDAQ
1181,20000104,A035720,KOSDAQ
1182,20170710,A035720,KSE
1183,20000104,A035760,KOSDAQ
1184,20000113,A035780,KOSDAQ
1185,20000104,A035810,KOSDAQ
1186,20000104,A035830,KOSDAQ
1187,20000627,A035870,KOSDAQ
1188,20000104,A035890,KOSDAQ
1189,20010830,A035900,KOSDAQ
1190,20000104,A035910,KOSDAQ
1191,20000104,A035950,KOSDAQ
1192,20000104,A035960,KOSDAQ
1193,20000104,A036000,KOSDAQ
1194,20020703,A036010,KOSDAQ
1195,20000104,A036020,KOSDAQ
1196,20000104,A036030,KOSDAQ
1197,20000104,A036090,KOSDAQ
1198,20000104,A036120,KOSDAQ
1199,20000104,A036170,KOSDAQ
1200,20000104,A036180,KOSDAQ
1201,20001226,A036190,KOSDAQ
1202,20000104,A036200,KOSDAQ
1203,20000104,A036210,KOSDAQ
1204,20000104,A036260,KOSDAQ
1205,20000120,A036270,KOSDAQ
1206,20000104,A036280,KOSDAQ
1207,20010118,A036360,KOSDAQ
1208,20000323,A036420,KOSDAQ
1209,20191018,A036420,KSE
1210,20000104,A036460,KSE
1211,20000404,A036480,KOSDAQ
1212,20000104,A036490,KOSDAQ
1213,20000104,A036500,KOSDAQ
1214,20000307,A036530,KOSDAQ
1215,20021022,A036530,KSE
1216,20010502,A036540,KOSDAQ
1217,20030107,A036550,KOSDAQ
1218,20000104,A036560,KOSDAQ
1219,20000711,A036570,KOSDAQ
1220,20030522,A036570,KSE
1221,20000104,A036580,KSE
1222,20010510,A036590,KOSDAQ
1223,20000111,A036600,KOSDAQ
1224,20000104,A036610,KOSDAQ
1225,20000111,A036620,KOSDAQ
1226,20000104,A036630,KOSDAQ
1227,20000530,A036640,KOSDAQ
1228,20000615,A036660,KOSDAQ
1229,20010103,A036670,KOSDAQ
1230,20000118,A036690,KOSDAQ
1231,20000104,A036710,KOSDAQ
1232,20011108,A036720,KOSDAQ
1233,20000104,A036760,KOSDAQ
1234,20000104,A036790,KOSDAQ
1235,20000503,A036800,KOSDAQ
1236,20000118,A036810,KOSDAQ
1237,20000104,A036820,KOSDAQ
1238,20000118,A036830,KOSDAQ
1239,20000104,A036850,KOSDAQ
1240,20000104,A036880,KOSDAQ
1241,20000720,A036890,KOSDAQ
1242,20000111,A036900,KOSDAQ
1243,20000104,A036910,KOSDAQ
1244,20000104,A036920,KOSDAQ
1245,20000104,A036930,KOSDAQ
1246,20000104,A037010,KOSDAQ
1247,20000104,A037020,KOSDAQ
1248,20000104,A037030,KOSDAQ
1249,20150424,A037030,K-OTC
1250,20180607,A037030,KOSDAQ
1251,20010814,A037060,KOSDAQ
1252,20000104,A037070,KOSDAQ
1253,20000711,A037110,KOSDAQ
1254,20000104,A037120,KOSDAQ
1255,20000104,A037150,KOSDAQ
1256,20000104,A037200,KOSDAQ
1257,20000104,A037220,KOSDAQ
1258,20000104,A037230,KOSDAQ
1259,20000104,A037240,KOSDAQ
1260,20000104,A037250,KOSDAQ
1261,20030801,A037270,KSE
1262,20000229,A037280,KOSDAQ
1263,20020917,A037320,KOSDAQ
1264,20000104,A037330,KOSDAQ
1265,20000111,A037350,KOSDAQ
1266,20000111,A037370,KOSDAQ
1267,20000127,A037380,KOSDAQ
1268,20000104,A037400,KOSDAQ
1269,20000104,A037410,KOSDAQ
1270,20000203,A037440,KOSDAQ
1271,20000104,A037460,KOSDAQ
1272,20000104,A037540,KOSDAQ
1273,20020117,A037550,KOSDAQ
1274,20121109,A037560,KSE
1275,20000104,A037600,KOSDAQ
1276,20060215,A037620,KSE
1277,20000104,A037630,KOSDAQ
1278,20000104,A037650,KOSDAQ
1279,20000104,A037700,KOSDAQ
1280,20020207,A037710,KSE
1281,20000725,A037730,KOSDAQ
1282,20000303,A037740,KOSDAQ
1283,20001109,A037750,KOSDAQ
1284,20000407,A037760,KOSDAQ
1285,20020205,A037830,KOSDAQ
1286,20000824,A037950,KOSDAQ
1287,20000111,A038010,KOSDAQ
1288,20020110,A038050,KOSDAQ
1289,20060808,A038060,KOSDAQ
1290,20051025,A038070,KOSDAQ
1291,20000113,A038100,KOSDAQ
1292,20000323,A038110,KOSDAQ
1293,20000824,A038120,KOSDAQ
1294,20150424,A038160,K-OTC
1295,20160801,A038160,KOSDAQ
1296,20000222,A038290,KOSDAQ
1297,20020423,A038320,KOSDAQ
1298,20011122,A038340,KOSDAQ
1299,20000201,A038390,KOSDAQ
1300,20011221,A038400,KSE
1301,20060725,A038410,KOSDAQ
1302,20000622,A038460,KOSDAQ
1303,20010201,A038500,KOSDAQ
1304,20000609,A038530,KOSDAQ
1305,20000818,A038540,KOSDAQ
1306,20000504,A038620,KOSDAQ
1307,20000427,A038680,KOSDAQ
1308,20000629,A038690,KOSDAQ
1309,20010118,A038720,KOSDAQ
1310,20000509,A038810,KOSDAQ
1311,20000831,A038830,KOSDAQ
1312,20010529,A038870,KOSDAQ
1313,20000427,A038880,KOSDAQ
1314,20000706,A038920,KOSDAQ
1315,20000504,A038950,KOSDAQ
1316,20010515,A038960,KOSDAQ
1317,20000704,A038980,KOSDAQ
1318,20020131,A039000,KOSDAQ
1319,20000720,A039010,KOSDAQ
1320,20000504,A039020,KOSDAQ
1321,20000824,A039030,KOSDAQ
1322,20000321,A039040,KOSDAQ
1323,20010619,A039060,KOSDAQ
1324,20001128,A039130,KOSDAQ
1325,20111101,A039130,KSE
1326,20070117,A039200,KOSDAQ
1327,20000622,A039230,KOSDAQ
1328,20000307,A039240,KOSDAQ
1329,20060704,A039290,KOSDAQ
1330,20000609,A039310,KOSDAQ
1331,20040730,A039340,KOSDAQ
1332,20001207,A039350,KOSDAQ
1333,20000725,A039390,KOSDAQ
1334,20020312,A039420,KOSDAQ
1335,20020228,A039440,KOSDAQ
1336,20040423,A039490,KOSDAQ
1337,20090803,A039490,KSE
1338,20000316,A039500,KOSDAQ
1339,20000321,A039530,KOSDAQ
1340,20000622,A039560,KOSDAQ
1341,20150924,A039570,KSE
1342,20000706,A039580,KOSDAQ
1343,20000316,A039610,KOSDAQ
1344,20040116,A039670,KOSDAQ
1345,20000706,A039740,KOSDAQ
1346,20000725,A039790,KOSDAQ
1347,20010103,A039830,KOSDAQ
1348,20000629,A039840,KOSDAQ
1349,20000711,A039850,KOSDAQ
1350,20000816,A039860,KOSDAQ
1351,20000818,A039870,KOSDAQ
1352,20020812,A039980,KOSDAQ
1353,20000613,A039990,KOSDAQ
1354,20000713,A040020,KOSDAQ
1355,20000503,A040130,KOSDAQ
1356,20000829,A040160,KOSDAQ
1357,20000720,A040180,KOSDAQ
1358,20010904,A040300,KOSDAQ
1359,20020110,A040350,KOSDAQ
1360,20000801,A040420,KOSDAQ
1361,20000427,A040610,KOSDAQ
1362,20000818,A040670,KOSDAQ
1363,20040128,A040740,KOSDAQ
1364,20001205,A040750,KOSDAQ
1365,20000627,A040780,KOSDAQ
1366,20110805,A040910,KOSDAQ
1367,20051028,A041020,KOSDAQ
1368,20000530,A041030,KOSDAQ
1369,20000607,A041060,KOSDAQ
1370,20000725,A041140,KOSDAQ
1371,20000609,A041190,KOSDAQ
1372,20000509,A041310,KOSDAQ
1373,20000808,A041320,KOSDAQ
1374,20031114,A041440,KOSDAQ
1375,20000720,A041450,KOSDAQ
1376,20101119,A041460,KOSDAQ
1377,20000427,A041510,KOSDAQ
1378,20030704,A041520,KOSDAQ
1379,20000711,A041550,KOSDAQ
1380,20021024,A041590,KOSDAQ
1381,20020115,A041630,KOSDAQ
1382,20011115,A041650,KOSDAQ
1383,20041027,A041650,KSE
1384,20011213,A041800,KOSDAQ
1385,20001214,A041830,KOSDAQ
1386,20040206,A041910,KOSDAQ
1387,20130701,A041920,KONEX
1388,20141007,A041920,KOSDAQ
1389,20011226,A041930,KOSDAQ
1390,20010724,A041940,KOSDAQ
1391,20011030,A041960,KOSDAQ
1392,20141104,A042000,K-OTC
1393,20180208,A042000,KOSDAQ
1394,20030107,A042040,KOSDAQ
1395,20020726,A042100,KSE
1396,20000713,A042110,KOSDAQ
1397,20000622,A042340,KOSDAQ
1398,20000803,A042370,KOSDAQ
1399,20000627,A042420,KOSDAQ
1400,20000719,A042470,KOSDAQ
1401,20020110,A042500,KOSDAQ
1402,20010103,A042510,KOSDAQ
1403,20091009,A042520,KOSDAQ
1404,20001019,A042570,KOSDAQ
1405,20021001,A042600,KOSDAQ
1406,20010202,A042660,KSE
1407,20010202,A042670,KSE
1408,20050722,A042700,KSE
1409,20000711,A042820,KOSDAQ
1410,20000627,A042870,KOSDAQ
1411,20001019,A042940,KOSDAQ
1412,20000711,A042960,KOSDAQ
1413,20011011,A043090,KOSDAQ
1414,20000808,A043100,KOSDAQ
1415,20060929,A043150,KOSDAQ
1416,20000719,A043200,KOSDAQ
1417,20010703,A043220,KOSDAQ
1418,20011129,A043260,KOSDAQ
1419,20111025,A043290,KOSDAQ
1420,20000829,A043340,KOSDAQ
1421,20010720,A043360,KOSDAQ
1422,20011213,A043370,KOSDAQ
1423,20010802,A043580,KOSDAQ
1424,20011220,A043590,KOSDAQ
1425,20000720,A043610,KOSDAQ
1426,20000704,A043630,KOSDAQ
1427,20000824,A043650,KOSDAQ
1428,20000727,A043680,KOSDAQ
1429,20010628,A043690,KOSDAQ
1430,20020711,A043710,KOSDAQ
1431,20000615,A043790,KOSDAQ
1432,20000810,A043890,KOSDAQ
1433,20051118,A043910,KOSDAQ
1434,20010118,A044060,KOSDAQ
1435,20041119,A044070,KOSDAQ
1436,20001116,A044180,KOSDAQ
1437,20001024,A044340,KOSDAQ
1438,20000713,A044370,KOSDAQ
1439,20061115,A044380,KSE
1440,20000803,A044440,KOSDAQ
1441,20071026,A044450,KSE
1442,20010111,A044480,KOSDAQ
1443,20011108,A044490,KOSDAQ
1444,20011228,A044570,KOSDAQ
1445,20010111,A044640,KOSDAQ
1446,20000629,A044770,KOSDAQ
1447,20000907,A044780,KOSDAQ
1448,20020207,A044820,KOSDAQ
1449,20061113,A044820,KSE
1450,20001116,A044960,KOSDAQ
1451,20010802,A045050,KOSDAQ
1452,20000810,A045060,KOSDAQ
1453,20000831,A045100,KOSDAQ
1454,20010807,A045240,KOSDAQ
1455,20011108,A045260,KOSDAQ
1456,20040106,A045290,KOSDAQ
1457,20011218,A045300,KOSDAQ
1458,20020110,A045310,KOSDAQ
1459,20020715,A045340,KOSDAQ
1460,20001207,A045380,KOSDAQ
1461,20010517,A045390,KOSDAQ
1462,20010817,A045400,KOSDAQ
1463,20000727,A045470,KOSDAQ
1464,20000907,A045510,KOSDAQ
1465,20001205,A045520,KOSDAQ
1466,20010524,A045660,KOSDAQ
1467,20060703,A045710,KSE
1468,20081127,A045820,KSE
1469,20020207,A045880,KOSDAQ
1470,20051128,A045890,KOSDAQ
1471,20001006,A045920,KOSDAQ
1472,20000803,A045970,KOSDAQ
1473,20010111,A046000,KOSDAQ
1474,20001226,A046070,KOSDAQ
1475,20060120,A046110,KOSDAQ
1476,20100615,A046120,KOSDAQ
1477,20030205,A046140,KOSDAQ
1478,20000816,A046210,KOSDAQ
1479,20001107,A046240,KOSDAQ
1480,20020205,A046310,KOSDAQ
1481,20010410,A046320,KOSDAQ
1482,20000824,A046350,KOSDAQ
1483,20010111,A046390,KOSDAQ
1484,20020523,A046430,KOSDAQ
1485,20041214,A046440,KOSDAQ
1486,20021010,A046720,KOSDAQ
1487,20000818,A046810,KOSDAQ
1488,20020117,A046890,KOSDAQ
1489,20000818,A046930,KOSDAQ
1490,20020618,A046940,KOSDAQ
1491,20121127,A046970,KOSDAQ
1492,20010323,A047040,KSE
1493,20010323,A047050,KSE
1494,20000908,A047060,KOSDAQ
1495,20020110,A047080,KOSDAQ
1496,20030725,A047310,KOSDAQ
1497,20010529,A047370,KOSDAQ
1498,20090929,A047400,KSE
1499,20011120,A047440,KOSDAQ
1500,20001123,A047450,KOSDAQ
1501,20080701,A047560,KOSDAQ
1502,20010111,A047600,KOSDAQ
1503,20001212,A047610,KOSDAQ
1504,20010720,A047710,KOSDAQ
1505,20010918,A047770,KOSDAQ
1506,20110630,A047810,KSE
1507,20021224,A047820,KOSDAQ
1508,20141223,A047920,K-OTC
1509,20151221,A047920,KOSDAQ
1510,20010621,A047940,KOSDAQ
1511,20011122,A048130,KOSDAQ
1512,20010426,A048140,KOSDAQ
1513,20021024,A048150,KOSDAQ
1514,20070207,A048260,KOSDAQ
1515,20030124,A048270,KOSDAQ
1516,20020808,A048410,KOSDAQ
1517,20010111,A048430,KOSDAQ
1518,20001214,A048460,KOSDAQ
1519,20020110,A048470,KOSDAQ
1520,20010614,A048510,KOSDAQ
1521,20110126,A048530,KOSDAQ
1522,20010731,A048540,KOSDAQ
1523,20010118,A048550,KOSDAQ
1524,20010109,A048640,KOSDAQ
1525,20001012,A048760,KOSDAQ
1526,20010116,A048770,KOSDAQ
1527,20001012,A048830,KOSDAQ
1528,20040813,A048870,KOSDAQ
1529,20010731,A048910,KOSDAQ
1530,20010103,A049000,KOSDAQ
1531,20020221,A049070,KOSDAQ
1532,20131219,A049080,KOSDAQ
1533,20010726,A049120,KOSDAQ
1534,20020523,A049180,KOSDAQ
1535,20020205,A049370,KOSDAQ
1536,20010116,A049430,KOSDAQ
1537,20011011,A049470,KOSDAQ
1538,20010109,A049480,KOSDAQ
1539,20010802,A049520,KOSDAQ
1540,20020228,A049550,KOSDAQ
1541,20030124,A049630,KOSDAQ
1542,20020108,A049690,KOSDAQ
1543,20020131,A049720,KOSDAQ
1544,20001123,A049770,KSE
1545,20010213,A049790,KOSDAQ
1546,20010726,A049800,KOSDAQ
1547,20060524,A049800,KSE
1548,20010118,A049830,KOSDAQ
1549,20050104,A049950,KOSDAQ
1550,20021213,A049960,KOSDAQ
1551,20001221,A050050,KOSDAQ
1552,20040629,A050090,KOSDAQ
1553,20010517,A050110,KOSDAQ
1554,20020425,A050120,KOSDAQ
1555,20020115,A050320,KOSDAQ
1556,20020423,A050470,KOSDAQ
1557,20051212,A050540,KOSDAQ
1558,20010621,A050600,KOSDAQ
1559,20050805,A050640,KOSDAQ
1560,20020516,A050760,KOSDAQ
1561,20100126,A050860,KOSDAQ
1562,20050708,A050890,KOSDAQ
1563,20161011,A050960,KOSDAQ
1564,20020527,A051160,KOSDAQ
1565,20011023,A051170,KOSDAQ
1566,20071129,A051310,KSE
1567,20041119,A051360,KOSDAQ
1568,20030122,A051370,KOSDAQ
1569,20020215,A051380,KOSDAQ
1570,20011115,A051390,KOSDAQ
1571,20010612,A051490,KOSDAQ
1572,20010726,A051500,KOSDAQ
1573,20010703,A051530,KOSDAQ
1574,20071214,A051600,KSE
1575,20010129,A051630,KSE
1576,20040618,A051710,KOSDAQ
1577,20010626,A051780,KOSDAQ
1578,20051111,A051820,KOSDAQ
1579,20010425,A051900,KSE
1580,20010425,A051910,KSE
1581,20010731,A051980,KOSDAQ
1582,20010705,A052020,KOSDAQ
1583,20010621,A052190,KOSDAQ
1584,20021223,A052210,KOSDAQ
1585,20050121,A052220,KOSDAQ
1586,20010517,A052260,KOSDAQ
1587,20010605,A052270,KOSDAQ
1588,20010531,A052290,KOSDAQ
1589,20010802,A052300,KOSDAQ
1590,20010524,A052310,KOSDAQ
1591,20010710,A052330,KOSDAQ
1592,20010720,A052350,KOSDAQ
1593,20011018,A052400,KOSDAQ
1594,20010807,A052420,KOSDAQ
1595,20050103,A052460,KOSDAQ
1596,20010710,A052560,KOSDAQ
1597,20010710,A052600,KOSDAQ
1598,20010731,A052640,KOSDAQ
1599,20011218,A052650,KOSDAQ
1600,20020124,A052670,KOSDAQ
1601,20091214,A052690,KSE
1602,20030801,A052710,KOSDAQ
1603,20020821,A052770,KOSDAQ
1604,20010814,A052790,KOSDAQ
1605,20011213,A052810,KOSDAQ
1606,20091006,A052860,KOSDAQ
1607,20050118,A052900,KOSDAQ
1608,20020715,A052970,KOSDAQ
1609,20020624,A053000,KSE
1610,20010807,A053030,KOSDAQ
1611,20010809,A053040,KOSDAQ
1612,20011011,A053050,KOSDAQ
1613,20010817,A053060,KOSDAQ
1614,20010807,A053070,KOSDAQ
1615,20200924,A053080,KOSDAQ
1616,20011009,A053110,KOSDAQ
1617,20011030,A053160,KOSDAQ
1618,20020110,A053170,KOSDAQ
1619,20011226,A053200,KOSDAQ
1620,20110603,A053210,KSE
1621,20010720,A053250,KOSDAQ
1622,20020104,A053260,KOSDAQ
1623,20020207,A053270,KOSDAQ
1624,20080507,A053280,KOSDAQ
1625,20021209,A053290,KOSDAQ
1626,20140204,A053300,KOSDAQ
1627,20020104,A053320,KOSDAQ
1628,20011101,A053330,KOSDAQ
1629,20011115,A053350,KOSDAQ
1630,20010821,A053440,KOSDAQ
1631,20010809,A053450,KOSDAQ
1632,20010731,A053470,KOSDAQ
1633,20141223,A053580,K-OTC
1634,20190125,A053580,KOSDAQ
1635,20010823,A053590,KOSDAQ
1636,20010817,A053610,KOSDAQ
1637,20010807,A053620,KOSDAQ
1638,20020215,A053660,KOSDAQ
1639,20090623,A053690,KSE
1640,20011106,A053700,KOSDAQ
1641,20030321,A053740,KOSDAQ
1642,20010913,A053800,KOSDAQ
1643,20020715,A053810,KOSDAQ
1644,20011213,A053870,KOSDAQ
1645,20020507,A053890,KOSDAQ
1646,20011106,A053950,KOSDAQ
1647,20011113,A053960,KOSDAQ
1648,20020409,A053980,KOSDAQ
1649,20011023,A054010,KOSDAQ
1650,20020507,A054020,KOSDAQ
1651,20020115,A054040,KOSDAQ
1652,20020402,A054050,KOSDAQ
1653,20011009,A054080,KOSDAQ
1654,20040206,A054090,KOSDAQ
1655,20020618,A054120,KOSDAQ
1656,20011108,A054150,KOSDAQ
1657,20011011,A054170,KOSDAQ
1658,20011016,A054180,KOSDAQ
1659,20020509,A054210,KOSDAQ
1660,20011226,A054220,KOSDAQ
1661,20011220,A054250,KOSDAQ
1662,20020110,A054300,KOSDAQ
1663,20020110,A054340,KOSDAQ
1664,20011120,A054370,KOSDAQ
1665,20020425,A054410,KOSDAQ
1666,20011122,A054440,KOSDAQ
1667,20041210,A054450,KOSDAQ
1668,20010828,A054530,KOSDAQ
1669,20011115,A054540,KOSDAQ
1670,20011204,A054620,KOSDAQ
1671,20011113,A054630,KOSDAQ
1672,20020110,A054650,KOSDAQ
1673,20020226,A054670,KOSDAQ
1674,20031114,A054780,KOSDAQ
1675,20011206,A054790,KOSDAQ
1676,20010927,A054800,KOSDAQ
1677,20011101,A054920,KOSDAQ
1678,20020115,A054930,KOSDAQ
1679,20011213,A054940,KOSDAQ
1680,20060607,A054950,KOSDAQ
1681,20011218,A055000,KOSDAQ
1682,20011206,A055250,KOSDAQ
1683,20171031,A055490,KSE
1684,20010910,A055550,KSE
1685,20031107,A055810,KOSDAQ
1686,20030801,A055970,KOSDAQ
1687,20030711,A056000,KOSDAQ
1688,20020812,A056010,KOSDAQ
1689,20030704,A056020,KOSDAQ
1690,20020115,A056060,KOSDAQ
1691,20011113,A056080,KOSDAQ
1692,20151112,A056090,KOSDAQ
1693,20011220,A056140,KOSDAQ
